#SUBMITTED ID	GENE_SNAPSHOT	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
CG4364	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	9711271	9708921	-1	-	CG4364
CG10385	male-specific lethal 1 (msl-1) encodes a protein that is thought to form a scaffold to organize the full male-specific-lethal dosage compensation complex, which increases male X chromosome transcription approximately two-fold. msl-1 homozygous mutant males die as larvae, while females are viable. [Date last reviewed: 2019-03-14]	2L	18688800	18683720	-1	male-specific lethal 1	msl-1
CG10385	male-specific lethal 1 (msl-1) encodes a protein that is thought to form a scaffold to organize the full male-specific-lethal dosage compensation complex, which increases male X chromosome transcription approximately two-fold. msl-1 homozygous mutant males die as larvae, while females are viable. [Date last reviewed: 2019-03-14]	2L	18688800	18683720	-1	male-specific lethal 1	msl-1
CG15629	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4815891	4813009	1	-	CG15629
CG7337	WD repeat domain 62 (Wdr62) encodes a protein involved in mitosis regulation. [Date last reviewed: 2019-09-19]	2L	1944289	1884622	1	WD repeat domain 62	Wdr62
CG7337	WD repeat domain 62 (Wdr62) encodes a protein involved in mitosis regulation. [Date last reviewed: 2019-09-19]	2L	1944289	1884622	1	WD repeat domain 62	Wdr62
CG13400	D12 (D12) encodes a protein involved in chromatin remodeling and histone acetylation. [Date last reviewed: 2019-06-27]	2L	8437365	8434058	-1	D12	D12
CG13400	D12 (D12) encodes a protein involved in chromatin remodeling and histone acetylation. [Date last reviewed: 2019-06-27]	2L	8437365	8434058	-1	D12	D12
CG10305	-	2L	18443277	18441335	-1	Ribosomal protein S26	RpS26
CG10305	-	2L	18443277	18441335	-1	Ribosomal protein S26	RpS26
CG4274	fizzy (fzy) encodes WD40 domain protein required for the full ubiquitin ligase activity of the anaphase-promoting complex/cyclosome (APC/C) in mitosis and meiosis. The product of fzy functions to target substrates for destruction and drive metaphase and anaphase transition. [Date last reviewed: 2018-09-13]	2L	16313097	16310956	1	fizzy	fzy
CG4274	fizzy (fzy) encodes WD40 domain protein required for the full ubiquitin ligase activity of the anaphase-promoting complex/cyclosome (APC/C) in mitosis and meiosis. The product of fzy functions to target substrates for destruction and drive metaphase and anaphase transition. [Date last reviewed: 2018-09-13]	2L	16313097	16310956	1	fizzy	fzy
CG4258	-	2L	869857	868673	-1	dribble	dbe
CG4258	-	2L	869857	868673	-1	dribble	dbe
CG10333	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	18609550	18606832	1	-	CG10333
CG9595	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6557502	6555717	-1	Intraflagellar transport 52	IFT52
CG9595	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6557502	6555717	-1	Intraflagellar transport 52	IFT52
CG2986	-	2L	2857029	2856070	1	Ribosomal protein S21	RpS21
CG2986	-	2L	2857029	2856070	1	Ribosomal protein S21	RpS21
CG9553	chickadee (chic) encodes an actin monomer binding protein that provides the major cellular pool of readily polymerizing ATP-actin monomers. It is involved in oogenesis, spermatogenesis, cell division, bristle formation, cellular morphogenesis, axon growth, filopodia formation, dorsal closure, wound healing and stem cell maintenance. [Date last reviewed: 2019-03-07]	2L	5981018	5972115	-1	chickadee	chic
CG9553	chickadee (chic) encodes an actin monomer binding protein that provides the major cellular pool of readily polymerizing ATP-actin monomers. It is involved in oogenesis, spermatogenesis, cell division, bristle formation, cellular morphogenesis, axon growth, filopodia formation, dorsal closure, wound healing and stem cell maintenance. [Date last reviewed: 2019-03-07]	2L	5981018	5972115	-1	chickadee	chic
CG9553	-	-	-	-	-	-	Dsim\chic
CG15161	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	18616106	18614339	-1	Intraflagellar transport 46	IFT46
CG15161	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	18616106	18614339	-1	Intraflagellar transport 46	IFT46
CG10728	valois (vls) encodes a protein that functions as the substrate recognition platform for the protein arginine methyltransferase encoded by csul. Primary substrates of the products of csul and vls are the spliceosomal Sm proteins. The product of vls is also required for proper localization of the product of tud to the posterior pole of the oocyte during germ line specification. [Date last reviewed: 2019-03-21]	2L	20065679	20064261	-1	valois	vls
CG10728	valois (vls) encodes a protein that functions as the substrate recognition platform for the protein arginine methyltransferase encoded by csul. Primary substrates of the products of csul and vls are the spliceosomal Sm proteins. The product of vls is also required for proper localization of the product of tud to the posterior pole of the oocyte during germ line specification. [Date last reviewed: 2019-03-21]	2L	20065679	20064261	-1	valois	vls
CG42768	Muscle-specific protein 300 kDa (Msp300) encodes a Nesprin-like protein that is required for proper positioning of muscle nuclei, mitochondria, and neuromuscular junction. [Date last reviewed: 2019-03-14]	2L	5207002	5100877	1	Muscle-specific protein 300 kDa	Msp300
CG42768	Muscle-specific protein 300 kDa (Msp300) encodes a Nesprin-like protein that is required for proper positioning of muscle nuclei, mitochondria, and neuromuscular junction. [Date last reviewed: 2019-03-14]	2L	5207002	5100877	1	Muscle-specific protein 300 kDa	Msp300
CG31658	Nnf1b (Nnf1b) encodes a component of the Mis12 complex, which is an essential constituent of the kinetochore. [Date last reviewed: 2019-03-14]	2L	811531	810577	1	Nnf1b	Nnf1b
CG31658	Nnf1b (Nnf1b) encodes a component of the Mis12 complex, which is an essential constituent of the kinetochore. [Date last reviewed: 2019-03-14]	2L	811531	810577	1	Nnf1b	Nnf1b
CG3769	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	9436842	9435399	1	-	CG3769
CG3782	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4975316	4973976	1	mitochondrial ribosomal protein L28	mRpL28
CG3782	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4975316	4973976	1	mitochondrial ribosomal protein L28	mRpL28
CG15148	beethoven (btv) encodes the minor cytoplasmic dynein heavy chain, which is the retrograde motor for intraflagellar transport. It is required for the proper assembly of the sensory cilia in chordotonal organs. It contributes to hearing and other chordotonal-dependent functions such as larval locomotion. [Date last reviewed: 2019-03-07]	2L	17982472	17962625	-1	beethoven	btv
CG15148	beethoven (btv) encodes the minor cytoplasmic dynein heavy chain, which is the retrograde motor for intraflagellar transport. It is required for the proper assembly of the sensory cilia in chordotonal organs. It contributes to hearing and other chordotonal-dependent functions such as larval locomotion. [Date last reviewed: 2019-03-07]	2L	17982472	17962625	-1	beethoven	btv
CG3733	Chromodomain-helicase-DNA-binding protein 1 (Chd1) encodes an ATPase involved in the remodeling and assembly of chromatin. Its biological functions include regulation of gene transcription, incorporation of the histone variant H3.3 into paternal chromatin at fertilization and regulation of intestinal immunity and microbiota. [Date last reviewed: 2019-03-07]	2L	2987723	2979562	-1	Chromodomain-helicase-DNA-binding protein 1	Chd1
CG3733	Chromodomain-helicase-DNA-binding protein 1 (Chd1) encodes an ATPase involved in the remodeling and assembly of chromatin. Its biological functions include regulation of gene transcription, incorporation of the histone variant H3.3 into paternal chromatin at fertilization and regulation of intestinal immunity and microbiota. [Date last reviewed: 2019-03-07]	2L	2987723	2979562	-1	Chromodomain-helicase-DNA-binding protein 1	Chd1
CG13384	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8388804	8384455	1	-	CG13384
CG9064	Ucp4C (Ucp4C) may encode an uncoupling protein (UCP) that mediates uncoupled respiration and energy dissipation based on sequence homology. [Date last reviewed: 2019-03-14]	2L	5969761	5968566	1	Ucp4C	Ucp4C
CG9064	Ucp4C (Ucp4C) may encode an uncoupling protein (UCP) that mediates uncoupled respiration and energy dissipation based on sequence homology. [Date last reviewed: 2019-03-14]	2L	5969761	5968566	1	Ucp4C	Ucp4C
CG13393	-	2L	8384137	8383612	-1	Defender against apoptotic cell death 1	Dad1
CG13393	-	2L	8384137	8383612	-1	Defender against apoptotic cell death 1	Dad1
CG3756	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4970216	4969004	1	RNA polymerase I and III subunit C	Polr1C
CG3756	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4970216	4969004	1	RNA polymerase I and III subunit C	Polr1C
CG13399	Chromatin accessibility complex 14kD protein (Chrac-14) encodes a subunit of the chromatin accessibility complex, which is an evolutionary conserved nucleosome sliding enzyme. It is also important for DNA damage response. [Date last reviewed: 2019-03-21]	2L	8437996	8437405	1	Chromatin accessibility complex 14kD protein	Chrac-14
CG13399	Chromatin accessibility complex 14kD protein (Chrac-14) encodes a subunit of the chromatin accessibility complex, which is an evolutionary conserved nucleosome sliding enzyme. It is also important for DNA damage response. [Date last reviewed: 2019-03-21]	2L	8437996	8437405	1	Chromatin accessibility complex 14kD protein	Chrac-14
CG4697	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	14764065	14762765	1	COP9 signalosome subunit 1a	CSN1a
CG4697	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	14764065	14762765	1	COP9 signalosome subunit 1a	CSN1a
CG3399	cappuccino (capu) encodes a formin family protein that nucleates actin filaments and accelerates their elongation. It works with the product of spir to build an actin mesh that fills the oocyte during mid-oogenesis. capu is necessary for polarity establishment and female fertility. [Date last reviewed: 2019-03-07]	2L	3902860	3872646	-1	cappuccino	capu
CG3399	cappuccino (capu) encodes a formin family protein that nucleates actin filaments and accelerates their elongation. It works with the product of spir to build an actin mesh that fills the oocyte during mid-oogenesis. capu is necessary for polarity establishment and female fertility. [Date last reviewed: 2019-03-07]	2L	3902860	3872646	-1	cappuccino	capu
CG16865	-	2L	13813316	13811522	1	-	CG16865
CG6840	-	2L	17410406	17409698	-1	RNA polymerase II subunit J	Polr2J
CG6840	-	2L	17410406	17409698	-1	RNA polymerase II subunit J	Polr2J
CG13773	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6907844	6906666	-1	RNA polymerase I subunit F	Polr1F
CG13773	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6907844	6906666	-1	RNA polymerase I subunit F	Polr1F
CG5526	Dynein heavy chain at 36C (Dhc36C) encodes a motor protein involved in hearing. [Date last reviewed: 2019-08-01]	2L	17525515	17501401	1	Dynein heavy chain at 36C	Dhc36C
CG5526	Dynein heavy chain at 36C (Dhc36C) encodes a motor protein involved in hearing. [Date last reviewed: 2019-08-01]	2L	17525515	17501401	1	Dynein heavy chain at 36C	Dhc36C
CG12400	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3145848	3144953	-1	NADH dehydrogenase (ubiquinone) B14.5 B subunit	ND-B14.5B
CG12400	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3145848	3144953	-1	NADH dehydrogenase (ubiquinone) B14.5 B subunit	ND-B14.5B
CG12400	-	-	-	-	-	-	Dpse\GA11610
CG7211	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	7747874	7747275	1	ATP synthase, subunit G-like	ATPsynGL
CG7211	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	7747874	7747275	1	ATP synthase, subunit G-like	ATPsynGL
CG7211	-	-	-	-	-	-	Dpse\GA20182
CG9867	EGF-domain O-GlcNAc transferase (Eogt) encodes a protein that localizes to the lumen of the endoplasmic reticulum and transfers β-N-acetylglucosamine (GlcNAc) to extracelluar epidermal growth factor-like domains independently of the product of sxc. The product of Eogt mediates cell adhesion mediated by the product of dpy. [Date last reviewed: 2019-03-07]	2L	2383073	2381097	1	EGF-domain O-GlcNAc transferase	Eogt
CG9867	EGF-domain O-GlcNAc transferase (Eogt) encodes a protein that localizes to the lumen of the endoplasmic reticulum and transfers β-N-acetylglucosamine (GlcNAc) to extracelluar epidermal growth factor-like domains independently of the product of sxc. The product of Eogt mediates cell adhesion mediated by the product of dpy. [Date last reviewed: 2019-03-07]	2L	2383073	2381097	1	EGF-domain O-GlcNAc transferase	Eogt
CG7238	-	2L	5723944	5721051	1	septin interacting protein 1	sip1
CG7238	-	2L	5723944	5721051	1	septin interacting protein 1	sip1
CG7239	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	5804030	5802220	1	-	CG7239
CG9414	DNA fragmentation factor-related protein 4 (Drep4) encodes a CIDE domain containing protein that can interact with the proteins encoded by Drep3 and Drep1 via CIDE-CIDE interaction. It is the ortholog of human DFFB, which has a nuclease activity. The Drep4 product might function in apoptotic DNA fragmentation. [Date last reviewed: 2018-10-11]	2L	13286462	13283912	-1	DNA fragmentation factor-related protein 4	Drep4
CG9414	DNA fragmentation factor-related protein 4 (Drep4) encodes a CIDE domain containing protein that can interact with the proteins encoded by Drep3 and Drep1 via CIDE-CIDE interaction. It is the ortholog of human DFFB, which has a nuclease activity. The Drep4 product might function in apoptotic DNA fragmentation. [Date last reviewed: 2018-10-11]	2L	13286462	13283912	-1	DNA fragmentation factor-related protein 4	Drep4
CG33303	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10375757	10373369	-1	-	CG33303
CG17293	WD repeat domain 82 (Wdr82) encodes a component of the Compass complex, which performs K4 methylation of the histone encoded by His3. [Date last reviewed: 2019-03-21]	2L	8375549	8374461	1	WD repeat domain 82	Wdr82
CG17293	WD repeat domain 82 (Wdr82) encodes a component of the Compass complex, which performs K4 methylation of the histone encoded by His3. [Date last reviewed: 2019-03-21]	2L	8375549	8374461	1	WD repeat domain 82	Wdr82
CG3294	-	2L	4796581	4794549	1	-	CG3294
CG10689	-	2L	19126976	19123998	-1	lethal (2) 37Cb	l(2)37Cb
CG10689	-	2L	19126976	19123998	-1	lethal (2) 37Cb	l(2)37Cb
CG10685	-	2L	19135233	19133023	-1	RNA polymerase I and III subunit D	Polr1D
CG10685	-	2L	19135233	19133023	-1	RNA polymerase I and III subunit D	Polr1D
CG9468	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8781252	8777661	-1	Lysosomal alpha-mannosidase VI	LManVI
CG9468	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8781252	8777661	-1	Lysosomal alpha-mannosidase VI	LManVI
CG10655	-	2L	19051612	19049843	-1	lethal (2) 37Bb	l(2)37Bb
CG10655	-	2L	19051612	19049843	-1	lethal (2) 37Bb	l(2)37Bb
CG2807	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	572907	568340	1	Splicing factor 3b subunit 1	Sf3b1
CG2807	-	3L	12814019	12813028	-1	Splicing factor 3a subunit 2	Sf3a2
CG2807	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	572907	568340	1	Splicing factor 3b subunit 1	Sf3b1
CG2807	-	3L	12814019	12813028	-1	Splicing factor 3a subunit 2	Sf3a2
CG7261	tubulin folding cofactor D (TBCD) encodes one of the tubulin folding cofactors, which assist in the formation of tubulin heterodimers. It cooperates with the product of Dscam1 to regulate microtubule organization during neural development. [Date last reviewed: 2019-03-14]	2L	2151664	2147518	1	tubulin folding cofactor D	TBCD
CG7261	tubulin folding cofactor D (TBCD) encodes one of the tubulin folding cofactors, which assist in the formation of tubulin heterodimers. It cooperates with the product of Dscam1 to regulate microtubule organization during neural development. [Date last reviewed: 2019-03-14]	2L	2151664	2147518	1	tubulin folding cofactor D	TBCD
CG5075	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12981293	12978786	1	Vacuolar H[+] ATPase 68kD subunit 3	Vha68-3
CG5075	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12981293	12978786	1	Vacuolar H[+] ATPase 68kD subunit 3	Vha68-3
CG11926	Monensin sensitivity 1 (Mon1) encodes a protein that forms a complex with the product of Ccz1 and acts as an exchange factor of the small G-protein encoded by Rab7. It activates and recruits the product of Rab7 to the maturing endosome, inducing the fusion of the matured endosome with the lysosome. Mon1/Ccz1 complex loss of function results in Rab7 phenotypes. [Date last reviewed: 2019-03-14]	2L	4852640	4850641	1	Monensin sensitivity 1	Mon1
CG11926	Monensin sensitivity 1 (Mon1) encodes a protein that forms a complex with the product of Ccz1 and acts as an exchange factor of the small G-protein encoded by Rab7. It activates and recruits the product of Rab7 to the maturing endosome, inducing the fusion of the matured endosome with the lysosome. Mon1/Ccz1 complex loss of function results in Rab7 phenotypes. [Date last reviewed: 2019-03-14]	2L	4852640	4850641	1	Monensin sensitivity 1	Mon1
CG9463	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8768710	8765273	-1	Lysosomal alpha-mannosidase III	LManIII
CG9463	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8768710	8765273	-1	Lysosomal alpha-mannosidase III	LManIII
CG9466	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8776263	8772946	-1	Lysosomal alpha-mannosidase V	LManV
CG9466	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8776263	8772946	-1	Lysosomal alpha-mannosidase V	LManV
CG9465	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8772344	8769159	-1	Lysosomal alpha-mannosidase IV	LManIV
CG9465	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	8772344	8769159	-1	Lysosomal alpha-mannosidase IV	LManIV
CG17237	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	2289416	2288503	-1	-	CG17237
CG42658	-	2L	2287907	2287025	-1	-	CG42658
CG31950	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	2879001	2878344	1	Sabbat	Sbat
CG31950	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	2879001	2878344	1	Sabbat	Sbat
CG3642	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	821209	819964	1	Clipper	Clp
CG3642	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	821209	819964	1	Clipper	Clp
CG4972	-	2L	10317569	10314792	1	-	CG4972
CG5855	-	2L	16310726	16309292	-1	cornichon	cni
CG5855	-	2L	16310726	16309292	-1	cornichon	cni
CG4995	-	2L	10324990	10322476	1	-	CG4995
CG31922	-	2L	1170789	1170181	1	-	CG31922
CG15434	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4455207	4454626	1	NADH dehydrogenase (ubiquinone) B8 subunit	ND-B8
CG15434	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4455207	4454626	1	NADH dehydrogenase (ubiquinone) B8 subunit	ND-B8
CG15434	-	-	-	-	-	-	Dpse\GA13724
CG34182	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	9437227	9436804	1	Ribosomal protein S28-like	RpS28-like
CG34182	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	9437227	9436804	1	Ribosomal protein S28-like	RpS28-like
CG15442	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4459638	4458595	-1	mitochondrial ribosomal protein L27	mRpL27
CG15442	Ribosomal protein L27A (RpL27A) encodes a ribosomal structural constituent. [Date last reviewed: 2019-07-11]	2L	4458364	4457186	-1	Ribosomal protein L27A	RpL27A
CG15442	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4459638	4458595	-1	mitochondrial ribosomal protein L27	mRpL27
CG15442	Ribosomal protein L27A (RpL27A) encodes a ribosomal structural constituent. [Date last reviewed: 2019-07-11]	2L	4458364	4457186	-1	Ribosomal protein L27A	RpL27A
CG3605	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3029168	3026252	-1	Splicing factor 3b subunit 2	Sf3b2
CG3605	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3029168	3026252	-1	Splicing factor 3b subunit 2	Sf3b2
CG13277	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	16743100	16742315	-1	Like Sm 7	LSm7
CG13277	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	16743100	16742315	-1	Like Sm 7	LSm7
CG31935	-	2L	1611157	1594822	-1	RAB3 GTPase activating protein catalytic subunit 1	Rab3GAP1
CG31935	-	2L	1611157	1594822	-1	RAB3 GTPase activating protein catalytic subunit 1	Rab3GAP1
CG31938	Ribosomal RNA processing 40 (Rrp40) encodes a protein involved in gene expression regulation. [Date last reviewed: 2019-07-11]	2L	1729762	1728732	1	Ribosomal RNA processing 40	Rrp40
CG31938	Ribosomal RNA processing 40 (Rrp40) encodes a protein involved in gene expression regulation. [Date last reviewed: 2019-07-11]	2L	1729762	1728732	1	Ribosomal RNA processing 40	Rrp40
CG6766	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12040689	12038631	-1	-	CG6766
CG6756	Translocase of outer membrane 70 (Tom70) encodes a mitochondrial protein that may act as a receptor of the TOM complex based on orthology. TOM complex is involved in protein import into mitochondria. The product of Tom70 modulates cell death induced by the expression of the mouse Bax protein. [Date last reviewed: 2019-03-14]	2L	12038511	12035984	-1	Translocase of outer membrane 70	Tom70
CG6756	Translocase of outer membrane 70 (Tom70) encodes a mitochondrial protein that may act as a receptor of the TOM complex based on orthology. TOM complex is involved in protein import into mitochondria. The product of Tom70 modulates cell death induced by the expression of the mouse Bax protein. [Date last reviewed: 2019-03-14]	2L	12038511	12035984	-1	Translocase of outer membrane 70	Tom70
CG11043	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6560133	6559431	1	Cytochrome c oxidase subunit 5B-like	COX5BL
CG11043	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6560133	6559431	1	Cytochrome c oxidase subunit 5B-like	COX5BL
CG11043	-	-	-	-	-	-	Dpse\GA10724
CG15880	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	817950	816994	-1	-	CG15880
CG34172	-	2L	2197912	2192525	-1	Cytochrome c oxidase subunit 7A-like 2	COX7AL2
CG34172	-	2L	2197912	2192525	-1	Cytochrome c oxidase subunit 7A-like 2	COX7AL2
CG5450	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1345135	1344400	1	Cytoplasmic dynein light chain 2	Cdlc2
CG5450	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1345135	1344400	1	Cytoplasmic dynein light chain 2	Cdlc2
CG8954	Smg5 (Smg5) encodes a protein involved in mRNA catabolism. [Date last reviewed: 2019-09-19]	2L	13904661	13898828	-1	Smg5 nonsense mediated mRNA decay factor	Smg5
CG8954	Smg5 (Smg5) encodes a protein involved in mRNA catabolism. [Date last reviewed: 2019-09-19]	2L	13904661	13898828	-1	Smg5 nonsense mediated mRNA decay factor	Smg5
CG13240	-	2L	15751078	15749319	-1	NADH dehydrogenase (ubiquinone) B17 subunit	ND-B17
CG13240	-	2L	15751078	15749319	-1	NADH dehydrogenase (ubiquinone) B17 subunit	ND-B17
CG13240	-	-	-	-	-	-	Dpse\GA12146
CG3210	Dynamin related protein 1 (Drp1) encodes a dynamin-like GTPase that mediates mitochondrial fission through a process that involves translocation to the mitochondrial outer membrane and oligomerization. It is required for normal neuronal development and maintenance of postmitotic neuronal function and viability. [Date last reviewed: 2018-09-27]	2L	2585430	2581281	-1	Dynamin related protein 1	Drp1
CG3210	Dynamin related protein 1 (Drp1) encodes a dynamin-like GTPase that mediates mitochondrial fission through a process that involves translocation to the mitochondrial outer membrane and oligomerization. It is required for normal neuronal development and maintenance of postmitotic neuronal function and viability. [Date last reviewed: 2018-09-27]	2L	2585430	2581281	-1	Dynamin related protein 1	Drp1
CG6724	-	2L	10769952	10768234	-1	-	CG6724
CG3240	Radiation insensitive 1 (Rad1) encodes a protein that together with proteins encoded by Rad9 and Hus1-like form the 9-1-1 checkpoint protein complex. This complex plays a central role in the DNA damage-induced checkpoint response. [Date last reviewed: 2018-09-27]	2L	2575052	2573436	-1	Radiation insensitive 1	Rad1
CG3240	Radiation insensitive 1 (Rad1) encodes a protein that together with proteins encoded by Rad9 and Hus1-like form the 9-1-1 checkpoint protein complex. This complex plays a central role in the DNA damage-induced checkpoint response. [Date last reviewed: 2018-09-27]	2L	2575052	2573436	-1	Radiation insensitive 1	Rad1
CG6743	-	2L	10736071	10733293	-1	Nucleoporin 107kD	Nup107
CG6743	-	2L	10736071	10733293	-1	Nucleoporin 107kD	Nup107
CG6743	-	-	-	-	-	-	Dsim\Nup170
CG13688	Ipk2 (Ipk2) encodes a kinase involved in imaginal disc development and biosynthesis of inositol phosphate. [Date last reviewed: 2019-09-12]	2L	574264	573033	-1	Ipk2	Ipk2
CG13688	Ipk2 (Ipk2) encodes a kinase involved in imaginal disc development and biosynthesis of inositol phosphate. [Date last reviewed: 2019-09-12]	2L	574264	573033	-1	Ipk2	Ipk2
CG14535	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	7855475	7844905	-1	-	CG14535
CG3225	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4818245	4815613	-1	-	CG3225
CG6737	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10737043	10736319	-1	Vacuolar H[+] ATPase 16kD subunit 5	Vha16-5
CG6737	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10737043	10736319	-1	Vacuolar H[+] ATPase 16kD subunit 5	Vha16-5
CG6249	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11123567	11122574	-1	Csl4	Csl4
CG6249	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11123567	11122574	-1	Csl4	Csl4
CG6249	-	-	-	-	-	-	Dyak\Csl4
CG33695	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11279982	11278021	1	-	CG33695
CG33694	CENP-ana (cana) encodes a kinetochore kinesin that contributes to metaphase chromosome alignment. [Date last reviewed: 2019-06-27]	2L	11277846	11269780	1	CENP-ana	cana
CG33694	CENP-ana (cana) encodes a kinetochore kinesin that contributes to metaphase chromosome alignment. [Date last reviewed: 2019-06-27]	2L	11277846	11269780	1	CENP-ana	cana
CG7595	crinkled (ck) encodes a myosin VIIa homolog that is expected to have roles in cellular protrusion formation and cargo intracellular transport. ck hypomorphs are hearing defective and present abnormal chaetae and trichomes. [Date last reviewed: 2018-09-06]	2L	15057862	15044963	-1	crinkled	ck
CG7595	crinkled (ck) encodes a myosin VIIa homolog that is expected to have roles in cellular protrusion formation and cargo intracellular transport. ck hypomorphs are hearing defective and present abnormal chaetae and trichomes. [Date last reviewed: 2018-09-06]	2L	15057862	15044963	-1	crinkled	ck
CG7102	-	2L	7887513	7883282	-1	-	CG7102
